ÙþßöÛã?,?ïÃID,?ÝÂ,Ò´êÅìí,ÍÓËÔýñØÐÒ¡Ñ¢,?ß¾?èâ?ÝÂ,ÍÓËÔÕÔ?,ÍÓËÔåöðú«³?«É,ù¡Ûã,ù¡Ù£,?Õá,÷×ü§«³?«É,????,ê«?£¨??£©,ð²ù¡ñéÝÂ×¾«³?«É,ÞÂìýà»Ù£?,ÞÂìýà»?èâ?ÝÂ,«æ?«¶Ù£?,«æ?«¶åöðú«³?«É
,MPKR,2,20220106,20220124,OUT,NT REX,1200,103528600,CLUTCH: 546-12-34-NF 24V 10DIN,2,KRW,685000,26574,01501,IN,,,
,MPKR,2,20220106,20220115,OUT,RODEK,1400,,COUPLING: ALS-030-R-14H-14H,1,KRW,32000,,02202,IN,,,
,MPKR,2,20220106,20220117,OUT,SEJU MOTION,0100,125855300,COUPLING: SFC-025SA2-8B-12B,2,KRW,22000,1209,02301,IN,,,
,MPKR,2,20220106,20220117,OUT,SEJU MOTION,0100,125619200,COUPLING: SFC-025SA2-8B-8B,2,KRW,22000,1209,02301,IN,,,
,MPKR,2,20220106,20220117,OUT,DNGV,1500,129015300,ETP-BUSH: ETP-E-060-NH,1,KRW,285000,8108,02601,IN,,,
,MPKR,2,20220106,20220117,OUT,SEMICONCE,8000,123636600,BRAKE: BXW-02-10S-24V-6,10,KRW,59000,1182,01201,IN,,,
,MPKR,2,20220106,20220117,OUT,EMT KOREA,8000,105636700,ETP-BUSH: ETP-T-40,2,KRW,350000,7124,02601,IN,,,
,MPKR,2,20220106,20220114,OUT,SEWOONG TECH TOOL,8000,123102700,COUPLING PART: ELEMENT-ALS-065-R-EL,5,KRW,13500,370,02202,IN,,,
,MPKR,2,20220106,20220123,OUT,EINS SYSTEM,8000,,CLUTCH ARMATURE: TYP4 546-21-34 N F WFN,10,KRW,320000,,01501,IN,,,
,MPKR,2,20220106,20220121,OUT,SFA,1100,127307000,COUPLING: SFC-025DA2-10BJ-12BJ,3,KRW,55000,2719,02301,IN,,,
,MPKR,2,20220106,20220121,OUT,SFA,1100,125454600,COUPLING: SFC-030DA2-10BJ-14BJ,3,KRW,55000,2352,02301,IN,,,
,MPKR,2,20220106,20220121,OUT,SEOLIM PRECISION,8000,125740200,COUPLING: SFC-050DA2-15BH-22BH,2,KRW,118000,3266,02301,IN,,,
,MPKR,2,20220106,20220121,OUT,SEOLIM PRECISION,8000,124877300,COUPLING: SFS-14W 35H-40H,4,KRW,620000,13620,02302,IN,,,
,MPKR,2,20220106,20220121,OUT,WONTECH,8000,128658200,COUPLING: SFC-050SA2-14B-15B,50,KRW,26100,1592,02301,IN,,,
,MPKR,2,20220106,20220121,OUT,WONTECH,8000,130062100,COUPLING: SFC-055SA2-16B-24B,5,KRW,38000,2103,02301,IN,,,
,MPKR,2,20220106,20220121,OUT,WONTECH,8000,126634100,COUPLING: SFC-060SA2-T135,20,KRW,32000,2332,02301,IN,,,
,MPKR,2,20220106,20220121,OUT,WONTECH,8000,128060800,COUPLING: SFC-060SA2-T189,30,KRW,34000,2341,02301,IN,,,
,MPKR,2,20220106,20220121,OUT,WONTECH,8000,124440400,COUPLING: SFC-060SA2-T084,20,KRW,36000,2661,02301,IN,,,
,MPKR,2,20220106,20220409,OUT,DONGIL ROLLING,1000,,COUPLING: SFF-120SS-35B-35BM-600N,2,KRW,340000,,02302,IN,,,
,MPKR,2,20220106,20220117,OUT,SFA,1100,123145800,POSI-LOCK: PSL-G-25,8,KRW,12500,746,02602,IN,,,
,MPKR,2,20220106,20220117,OUT,SFA,1100,123145500,POSI-LOCK: PSL-G-20,4,KRW,9150,713,02602,IN,,,
,MPKR,2,20220106,20220123,OUT,ANAM AUTO,9000,,INDICATOR: SD-38B-9R,2,KRW,86000,,03107,IN,,,
,MPKR,2,20220106,20220409,OUT,DONGIL ROLLING,1000,,COUPLING: SFF-120SS-35B-35BM-600N,2,KRW,340000,,02302,IN,,,
,MPKR,2,20220106,20220123,OUT,YG TECH,1000,122890300,COUPLING: ALS-055-R-22B-22B,8,KRW,56000,2050,02202,IN,,,
,MPKR,2,20220106,20220123,OUT,YG TECH,1000,123004100,COUPLING: SFC-080DA2-35B-35B,4,KRW,160000,5052,02301,IN,,,
,MPKR,2,20220106,20220123,OUT,YG TECH,1000,123008300,COUPLING: SFC-080SA2-35B-35B,4,KRW,100000,3618,02301,IN,,,
,MPKR,2,20220106,20220211,OUT,DAEJIN MACHINE,2100,,COUPLING: SFF-080SS-24K-30K-200N,1,KRW,250000,,02302,IN,,,
,MPKR,2,20220106,20220123,OUT,DAEWON COMMERCE,8000,105636400,ETP-BUSH: ETP-T-35,5,KRW,325000,5616,02601,IN,,,
,MPKR,2,20220106,20220312,OUT,DAEWON COMMERCE,8000,104298400,COUPLING: CF-X-008-O2,5,KRW,116500,3916,02101,IN,,,
,MPKR,2,20220106,20220219,OUT,HWACHEON,1000,105636400,ETP-BUSH: ETP-T-35,3,KRW,298000,5616,02601,IN,,,
,MPKR,2,20220106,20220219,OUT,HWACHEON,1000,126079400,COUPLING: SRG-070DS-35K-35K,4,KRW,48000,2659,02303,IN,,,
,MPKR,2,20220106,20220123,OUT,AUTO SYSTEM,9000,121829300,COUPLING: SFC-035DA2-10B-15B,20,KRW,52000,1601,02301,IN,,,
,MPKR,2,20220106,20220123,OUT,JUNGHYUN IND,8000,121859000,COUPLING: SFC-050DA2-12B-14B,1,KRW,79000,2147,02301,IN,,,
,MPKR,2,20220106,20220123,OUT,WOOJU COR,8000,,COUPLING: MF-8K,4,KRW,84000,,02502,IN,,,
,MPKR,2,20220106,20220123,OUT,SHINHAN FA SYSTEM,1900,110145100,SPEED DRIVE: AP-124-MA-15,6,KRW,220000,8529,03101,IN,,,
,MPKR,2,20220106,20220123,OUT,SHINHAN FA SYSTEM,1900,100023300,SPEED DRIVE: P-124-MA-15,6,KRW,180000,4990,03101,IN,,,
,MPKR,2,20220106,20220312,OUT,I-MARKET KOREA,8000,128364200,COUPLING: SFF-120DS-55B-55B-600N,5,KRW,284000,10119,02302,IN,,,
,MPKR,2,20220106,20220123,OUT,DOOIN TRADING,8000,106823300,SPEED CHANGE DRIVE: M3-Y1-F,1,KRW,1160000,35781,03104,IN,,,
,MPKR,2,20220106,20220123,OUT,SFA,1100,104671300,COUPLING: SFS-10W 25H-40H,2,KRW,190000,9880,02302,IN,,,
,MPKR,2,20220106,20220121,OUT,TECH ONE,8000,121848700,COUPLING: SFC-060SA2-18B-22B,1,KRW,92500,2297,02301,IN,,,
,MPKR,2,20220106,20220121,OUT,TECH ONE,8000,121848100,COUPLING: SFC-060SA2-18B-24B,1,KRW,92500,2297,02301,IN,,,
,MPKR,2,20220106,20220211,OUT,HANJU SEMICON,1100,121848700,COUPLING: SFC-060SA2-18B-22B,7,KRW,130000,2297,02301,IN,,,
,MPKR,2,20220106,20220128,OUT,SFA,1100,104625500,COUPLING: SFS-08S-18M-18M,2,KRW,94800,3232,02302,IN,,,
,MPKR,2,20220106,20220203,OUT,DK MEDICAL,1400,103532400,CLUTCH: 546-13-34-NF 24V 15DIN,5,KRW,527000,27249,01501,IN,,,
,MPKR,2,20220106,20220127,OUT,WONYEONG FA,8000,104250400,COUPLING: CF-A-004-O0-1360,10,KRW,29000,670,02101,IN,,,
,MPKR,2,20220106,20220122,OUT,KEUMA,8000,122865000,COUPLING: ALS-040-R-19B-19B,2,KRW,61000,1632,02202,IN,,,
,MPKR,2,20220106,20220211,OUT,KEUMKANG SYSTECH,1000,111169100,BRAKE: 458-20-17 24V 45JIS,1,KRW,2130000,85829,01401,IN,,,
,MPKR,2,20220106,20220211,OUT,KEUMKANG SYSTECH,1000,129928000,COUPLING: SFF-080SS-25K-28K-200N,1,KRW,250000,4807,02302,IN,,,
,MPKR,2,20220106,20220211,OUT,KEUMKANG SYSTECH,1000,,COUPLING: SFH-210S-45K-80K,1,KRW,642000,,02302,IN,,,
